survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family
1,1,1,62.0,0,0,80.0,S,First,1,False,2.0,Southampton,yes,True,0
1,3,1,15.0,1,0,14.4542,C,Third,2,False,6.0,Cherbourg,yes,False,1
1,2,0,0.83,1,1,18.75,S,Second,2,False,5.5,Southampton,yes,False,2
1,1,1,39.0,1,1,83.1583,C,First,1,False,5.0,Cherbourg,yes,False,2
1,3,0,32.0,0,0,56.4958,S,Third,0,True,6.0,Southampton,yes,True,0
1,1,0,30.0,0,0,29.7,C,First,0,True,3.0,Cherbourg,yes,True,0
1,1,1,30.0,0,0,31.0,C,First,1,False,3.0,Cherbourg,yes,True,0
1,1,1,30.0,1,0,89.1042,C,First,1,False,3.0,Cherbourg,yes,False,1
1,1,1,16.0,0,1,39.4,S,First,1,False,4.0,Southampton,yes,False,1
1,3,1,18.0,0,1,9.35,S,Third,1,False,6.0,Southampton,yes,False,1
1,1,1,45.0,1,1,164.8667,S,First,1,False,3.0,Southampton,yes,False,2
1,1,0,51.0,0,0,26.55,S,First,0,True,5.0,Southampton,yes,True,0
1,3,1,24.0,0,3,19.2583,C,Third,1,False,6.0,Cherbourg,yes,False,3
1,1,1,48.0,0,0,25.9292,S,First,1,False,4.0,Southampton,yes,True,0
1,2,1,42.0,0,0,13.0,S,Second,1,False,5.5,Southampton,yes,True,0
1,2,1,27.0,1,0,13.8583,C,Second,1,False,5.5,Cherbourg,yes,False,1
1,3,0,4.0,1,1,11.1333,S,Third,2,False,6.0,Southampton,yes,False,2
1,1,1,47.0,1,1,52.5542,S,First,1,False,4.0,Southampton,yes,False,2
1,2,1,28.0,1,0,24.0,C,Second,1,False,5.5,Cherbourg,yes,False,1
1,3,1,15.0,0,0,7.225,C,Third,2,False,6.0,Cherbourg,yes,True,0
1,1,1,56.0,0,1,83.1583,C,First,1,False,3.0,Cherbourg,yes,False,1
1,2,1,25.0,0,1,26.0,S,Second,1,False,5.5,Southampton,yes,False,1
1,1,1,19.0,0,0,30.0,S,First,1,False,2.0,Southampton,yes,True,0
1,1,0,26.0,0,0,30.0,C,First,0,True,3.0,Cherbourg,yes,True,0
